
    	lambda	    A          	    fi              X               Y                Z

	 571	  10.090	  57.690	  77.8543	  94.5450	   0.2018
	 572	  10.641	  55.548	  79.4826	  93.8499	   0.1948
	 573	  11.202	  53.385	  81.0926	  93.1163	   0.1890
	 574	  11.779	  51.208	  82.6825	  92.3458	   0.1841
	 575	  12.368	  49.024	  84.2500	  91.5400	   0.1800
	 576	  12.963	  46.841	  85.7932	  90.7006	   0.1766
	 577	  13.575	  44.665	  87.3082	  89.8277	   0.1738
	 578	  14.189	  42.506	  88.7894	  88.9205	   0.1711
	 579	  14.811	  40.371	  90.2318	  87.9782	   0.1683
	 580	  15.426	  38.266	  91.6300	  87.0000	   0.1650
	 581	  16.031	  36.197	  92.9799	  85.9861	   0.1610
	 582	  16.627	  34.170	  94.2798	  84.9392	   0.1564

	 583	  20.203	  32.189	  95.5278	  83.8622	   0.1514
	 584	  20.756	  30.261	  96.7218	  82.7581	   0.1459
	 585	  21.286	  28.388	  97.8600	  81.6300	   0.1400
	 586	  21.793	  26.575	  98.9386	  80.4795	   0.1337
	 587	  22.285	  24.823	  99.9549	  79.3082	   0.1270
	 588	  22.761	  23.133	 100.9089	  78.1192	   0.1205
	 589	  23.198	  21.506	 101.8006	  76.9155	   0.1147
	 590	  23.596	  19.941	 102.6300	  75.7000	   0.1100
	 591	  23.978	  18.438	 103.3983	  74.4754	   0.1069
	 592	  24.338	  16.998	 104.0986	  73.2422	   0.1049
	 593	  24.681	  15.625	 104.7188	  72.0004	   0.1036
	 594	  25.006	  14.321	 105.2467	  70.7497	   0.1021
	 595	  25.294	  13.089	 105.6700	  69.4900	   0.1000
	 596	  25.565	  11.929	 105.9794	  68.2219	   0.0969
	 597	  25.821	  10.834	 106.1799	  66.9472	   0.0930
	 598	  26.060	   9.798	 106.2807	  65.6674	   0.0887
	 599	  26.277	   8.814	 106.2910	  64.3845	   0.0843
	 600	  26.484	   7.874	 106.2200	  63.1000	   0.0800
	 601	  26.682	   6.975	 106.0735	  61.8155	   0.0761
	 602	  26.871	   6.118	 105.8444	  60.5314	   0.0724

	 603	  30.048	   5.305	 105.5224	  59.2476	   0.0686
	 604	  30.208	   4.537	 105.0977	  57.9638	   0.0645
	 605	  30.358	   3.815	 104.5600	  56.6800	   0.0600
	 606	  30.499	   3.139	 103.9037	  55.3961	   0.0548
	 607	  30.632	   2.504	 103.1361	  54.1137	   0.0492
	 608	  30.756	   1.906	 102.2666	  52.8353	   0.0435
	 609	  30.874	   1.343	 101.3048	  51.5632	   0.0383
	 610	  30.985	   0.809	 100.2600	  50.3000	   0.0340
	 611	  31.085	   0.305	  99.1368	  49.0469	   0.0307
	 612	  31.178	  -0.172	  97.9331	  47.8030	   0.0283
	 613	  31.266	  -0.622	  96.6492	  46.5678	   0.0265
	 614	  31.348	  -1.046	  95.2848	  45.3403	   0.0252
	 615	  31.427	  -1.446	  93.8400	  44.1200	   0.0240
	 616	  31.500	  -1.823	  92.3194	  42.9080	   0.0230
	 617	  31.570	  -2.179	  90.7244	  41.7036	   0.0221
	 618	  31.635	  -2.513	  89.0502	  40.5032	   0.0212
	 619	  31.697	  -2.828	  87.2920	  39.3032	   0.0202
