Coloroid 1. alaptablazat

         A	  lambda            fi              X                Y               Z

	10  	 570.836	  58.040	  77.5827	  94.6532	   0.2031
	11  	 572.648	  54.150	  80.5237	  93.3755	   0.1910
	12  	 574.384	  50.371	  83.2828	  92.0372	   0.1825
	13  	 576.062	  46.706	  85.8868	  90.6468	   0.1765
	14  	 577.699	  43.156	  88.3424	  89.1943	   0.1719
	15  	 579.307	  39.723	  90.6607	  87.6781	   0.1673
	16  	 580.949	  36.303	  92.9104	  86.0383	   0.1612

	20  	 582.640	  32.898	  95.0786	  84.2499	   0.1532
	21  	 584.453	  29.408	  97.2372	  82.2473	   0.1432
	22  	 586.419	  25.835	  99.3649	  79.9882	   0.1309
	23  	 588.519	  22.283	 101.3721	  77.4939	   0.1175
	24  	 591.060	  18.351	 103.4403	  74.4015	   0.1068
	25  	 593.981	  14.345	 105.2368	  70.7730	   0.1021
	26  	 597.735	  10.071	 106.2541	  66.0051	   0.0898

	30  	 602.717	   5.533	 105.6128	  59.6080	   0.0697
	31  	 610.141	   0.738	 100.0999	  50.1214	   0.0335
	32  	 625.000	  -4.382	  75.1400	  32.1000	   0.0100
	33  	-493.779	 -10.662	  72.6605	  30.4100	  10.5922
	34  	-496.554	 -22.588	  68.9613	  27.8886	  26.3799
	35  	-500.049	 -34.655	  65.9520	  25.8375	  39.2228

	40  	-504.836	 -46.209	  63.3816	  24.0855	  50.1932
	41  	-512.077	 -57.283	  60.9804	  22.4488	  60.4411
	42  	-524.590	 -67.947	  58.5494	  20.7919	  70.8161
	43  	-539.174	 -78.291	  55.8873	  18.9774	  82.1777
	44  	-549.456	 -87.657	  52.9816	  16.9968	  94.5789
	45  	-556.358	 -96.115	  49.6374	  14.7174	 108.8513
	46  	-563.846	-108.099	  42.5369	   9.8777	 139.1552

	50  	 450.000	-116.628	  33.6200	   3.8000	 177.2110
	51  	 468.715	-123.817	  21.0035	   8.6241	 135.2955
	52  	 475.449	-130.599	  13.7545	  11.4864	 102.0002
	53  	 479.294	-136.991	  10.1670	  13.5142	  84.3367
	54  	 482.040	-143.298	   7.8993	  15.0718	  72.7802
	55  	 484.292	-149.917	   6.2589	  16.4695	  64.1321
	56  	 487.304	-160.941	   4.4682	  18.5964	  54.1036

	60  	 490.371	-174.503	   3.0466	  21.1454	  45.5650
	61  	 492.725	 174.274	   2.1622	  23.4118	  39.9916
	62  	 495.280	 162.651	   1.3981	  26.1880	  34.8078
	63  	 498.450	 150.448	   0.7213	  30.1158	  29.4489
	64  	 502.695	 138.355	   0.2584	  36.6481	  23.8364
	65  	 509.193	 126.488	   0.7423	  48.6756	  16.6590
	66  	 520.396	 114.992	   6.6534	  71.7096	   7.6283

	70  	 536.295	 103.890	  24.2035	  92.6170	   2.7124
	71  	 548.149	  93.715	  40.5583	  99.0682	   1.0253
	72  	 555.957	  84.438	  52.7598	  99.9863	   0.5323
	73  	 560.739	  77.256	  60.6834	  99.3230	   0.3696
	74  	 564.183	  71.288	  66.4628	  98.1975	   0.2901
	75  	 566.783	  66.351	  70.8390	  97.0243	   0.2471
	76  	 568.925	  62.038	  74.4264	  95.8565	   0.2205
